id,title,duration,difficultyLevel,createdAt,updatedAt
690,An Introduction to Management of Portfolios (MoP),90,EASY,2024-10-04 09:09:00.000,2026-08-18 09:09:00.000
691,CFA Level I Workshop 1: Ethics and Quantitative Methods,60,EASY,2024-10-04 09:09:00.000,2026-08-19 09:09:00.000
692,Accounting Basics 101 for Understanding Business,60,EASY,2024-10-04 09:09:00.000,2026-08-20 09:09:00.000
693,Mortgage Acceleration,90,EASY,2024-10-04 09:09:00.000,2026-08-21 09:09:00.000
694,Stock Market for Beginners. Learn to trade,210,EASY,2024-10-04 09:10:00.000,2026-08-22 09:09:00.000
695,CFA Corporate Finance Level 1 (Part 1),870,EASY,2024-10-04 09:09:00.000,2026-08-23 09:09:00.000
696,Trading Tips from Hedge Fund Manager,60,EASY,2024-10-04 09:09:00.000,2026-08-24 09:09:00.000
697,Effective Debt Collection Strategies,90,MEDIUM,2024-10-04 09:09:00.000,2026-08-25 09:09:00.000
698,IAS 1-Presentation of Financial Statements ,60,EASY,2024-10-04 09:09:00.000,2026-08-26 09:09:00.000
699,Stock Trading Strategies Using a D.A.R.T.,60,EASY,2024-10-04 09:09:00.000,2026-08-27 09:09:00.000
700,Capital Structuring Techiques for CA / CFA / CPA Exams,420,MEDIUM,2024-10-04 09:10:00.000,2026-08-28 09:09:00.000
701,The Complete Guide to Forex Trading,300,EASY,2024-10-04 09:09:00.000,2026-08-29 09:09:00.000
702,Learn How to Trade Binary Options Professionally,60,EASY,2024-10-04 09:09:00.000,2026-08-30 09:09:00.000
703,Learn How to Start Small and Make It Big In Small-Cap Stocks,120,EASY,2024-10-04 09:09:00.000,2026-08-31 09:09:00.000
704,Trading strategies with common sense technical analysis,180,EASY,2024-10-04 09:09:00.000,2026-09-01 09:09:00.000
705,Startup Business: How To Raise Seed Capital,180,EASY,2024-10-04 09:09:00.000,2026-09-02 09:09:00.000
706,Business Economics - Basics (College Level),240,EASY,2024-10-04 09:10:00.000,2026-09-03 09:09:00.000
707,Technical Analysis 101: Master the Basics of Trading,120,EASY,2024-10-04 09:09:00.000,2026-09-04 09:09:00.000
708,Investing in Stocks? Master The Art of Covered Calls Selling,180,EASY,2024-10-04 09:09:00.000,2026-09-05 09:09:00.000
709,How to Trade Binary Options Effectively – All Levels,60,EASY,2024-10-04 09:09:00.000,2026-09-06 09:09:00.000
710,Stock Market: The Zero Risk Way of Investing,38,EASY,2024-10-04 09:09:00.000,2026-09-07 09:09:00.000
711,Forex Trading using professional indicators by TOP traders,210,EASY,2024-10-04 09:09:00.000,2026-09-08 09:09:00.000
712,Corporate Finance 101: Equity Valuation,360,EASY,2024-10-04 09:10:00.000,2026-09-09 09:09:00.000
713,Trading Strategies: Find The Trading Strategy That Fits You,120,EASY,2024-10-04 09:09:00.000,2026-09-10 09:09:00.000
714,Forex Trading - Learn An Effective Forex Trading Strategy,90,EASY,2024-10-04 09:09:00.000,2026-09-11 09:09:00.000
715,Navigate the 10-K and Other Financial Reports,150,EASY,2024-10-04 09:09:00.000,2026-09-12 09:09:00.000
716,From 0 to 1: Investments and Portfolio Theory,270,EASY,2024-10-04 09:09:00.000,2026-09-13 09:09:00.000
717,Bitcoin - The Complete Guide,330,EASY,2024-10-04 09:09:00.000,2026-09-14 09:09:00.000
718,Professional Trader's Mindset - Complete Forex Course,60,EASY,2024-10-04 09:10:00.000,2026-09-15 09:09:00.000
719,Bitcoin Peer Investing: How To Generate Double Digit Returns,150,EASY,2024-10-04 09:09:00.000,2026-09-16 09:09:00.000
720,Forex Breakout Profits: The Definitive Guide,150,EASY,2024-10-04 09:09:00.000,2026-09-17 09:09:00.000
721,Learn to Trade With Fibonacci Tools,240,MEDIUM,2024-10-04 09:09:00.000,2026-09-18 09:09:00.000
722,"Investing Internationally into Real Estate, Stocks and Bonds",120,EASY,2024-10-04 09:09:00.000,2026-09-19 09:09:00.000
723,From 0 to 1: Bond Theory and Valuation,240,EASY,2024-10-04 09:09:00.000,2026-09-20 09:09:00.000
724,Stock Market Mastery,450,EASY,2024-10-04 09:10:00.000,2026-09-21 09:09:00.000
725,UK Self Assessment Tax Return Filing Online,28,EASY,2024-10-04 09:09:00.000,2026-09-22 09:09:00.000
726,Introduction to Financial Statements,90,EASY,2024-10-04 09:09:00.000,2026-09-23 09:09:00.000
727,"IAS 8-Accounting Policies ,Changes in Accounting Estimates",150,EASY,2024-10-04 09:09:00.000,2026-09-24 09:09:00.000
728,CFA® Level 1 2014 – Financial Reporting and Analysis,600,EASY,2024-10-04 09:09:00.000,2026-09-25 09:09:00.000
729,Investment Banking Operations : Securities Trade Life Cycle,120,EASY,2024-10-04 09:09:00.000,2026-09-26 09:09:00.000
730,CFA Level I Foundation Course: Introduction to Quants,300,EASY,2024-10-04 09:10:00.000,2026-09-27 09:09:00.000
731,Financial Risk Manager (FRM) Certification: Level I,1440,EASY,2024-10-04 09:09:00.000,2026-09-28 09:09:00.000
732,IAS 10 - Events After Reporting Date,60,EASY,2024-10-04 09:09:00.000,2026-09-29 09:09:00.000
733,Investment Portfolio Analysis with Excel,540,EASY,2024-10-04 09:09:00.000,2026-09-30 09:09:00.000
734,Introduction to the CFA Program,60,EASY,2024-10-04 09:09:00.000,2026-10-01 09:09:00.000
735,Chartered Financial Analyst (CFA) - Level 1 - FRA,870,EASY,2024-10-04 09:09:00.000,2026-10-02 09:09:00.000
736,Excel 4 Accounting & Bookkeeping - Master Lookup Functions,60,EASY,2024-10-04 09:10:00.000,2026-10-03 09:09:00.000
737,Cashflow Management for Small Businesses: A How To Guide,37,EASY,2024-10-04 09:09:00.000,2026-10-04 09:09:00.000
738,Forex Basics (Professional Course Level),90,EASY,2024-10-04 09:09:00.000,2026-10-05 09:09:00.000
739,Advanced Butterfly Spreads for Options Income Strategies,60,HARD,2024-10-04 09:09:00.000,2026-10-06 09:09:00.000
740,The Holy Grail of Auto Trading Forex Futures Stocks Revealed,60,EASY,2024-10-04 09:09:00.000,2026-10-07 09:09:00.000
741,IPO Fundamentals,60,EASY,2024-10-04 09:09:00.000,2026-10-08 09:09:00.000
742,Finance for Non-Finance: Learn Quick and Easy,150,EASY,2024-10-04 09:10:00.000,2026-10-09 09:09:00.000
743,Advanced Options Trading Course,32,MEDIUM,2024-10-04 09:09:00.000,2026-10-10 09:09:00.000
744,Statistics - Measures of Dispersion for CA / CS / CFA exams,60,EASY,2024-10-04 09:09:00.000,2026-10-11 09:09:00.000
745,Work From Home Online (Part/Full) : Trade Forex 4 Beginners,60,EASY,2024-10-04 09:09:00.000,2026-10-12 09:09:00.000
746,Financial Ratios Using Excel,60,EASY,2024-10-04 09:09:00.000,2026-10-13 09:09:00.000
747,How To Start Trading Penny Stocks In 10 Easy Steps 2017,90,EASY,2024-10-04 09:09:00.000,2026-10-14 09:09:00.000
748,How to Copy the Best Traders on Etoro,210,EASY,2024-10-04 09:10:00.000,2026-10-15 09:09:00.000
749,How To Set Up A Limited Company In The UK,44,EASY,2024-10-04 09:09:00.000,2026-10-16 09:09:00.000
750,Forex trading made simple,90,EASY,2024-10-04 09:09:00.000,2026-10-17 09:09:00.000
751,Financial and Business Simulation with Microsoft Excel,31,HARD,2024-10-04 09:09:00.000,2026-10-18 09:09:00.000
752,10.  Bonds and Bond Pricing,60,EASY,2024-10-04 09:09:00.000,2026-10-19 09:09:00.000
753,Professional Risk Manager (PRM) Certification: Level 3,750,EASY,2024-10-04 09:09:00.000,2026-10-20 09:09:00.000
754,Stocks: Quick Method to get started Investing,60,EASY,2024-10-04 09:10:00.000,2026-10-21 09:09:00.000
755,The Fundamentals Of Finance For Non-Finance Professionals,90,EASY,2024-10-04 09:09:00.000,2026-10-22 09:09:00.000
756,Forex - Top Equity Management Strategy,35,EASY,2024-10-04 09:09:00.000,2026-10-23 09:09:00.000
757,The Truths about (in)secure Retirement,270,MEDIUM,2024-10-04 09:09:00.000,2026-10-24 09:09:00.000
1462,Design and Animate a Gamer UI,90,EASY,2024-10-04 09:10:00.000,2028-09-28 09:09:00.000
760,MasterClass-Japanese &  Heiken Ashi CandleStick Patterns,210,EASY,2024-10-04 09:10:00.000,2026-10-27 09:09:00.000
761,Start Trading Stocks Using Technical Analysis! Part 2,120,EASY,2024-10-04 09:09:00.000,2026-10-28 09:09:00.000
762,Introduction to Corporate Finance (Mergers & Acquisitions),90,EASY,2024-10-04 09:09:00.000,2026-10-29 09:09:00.000
763,Forex & Financial Market Trading Tutorial- Online Strategies,540,EASY,2024-10-04 09:09:00.000,2026-10-30 09:09:00.000
764,Learn to trade Candlestick Patterns,90,MEDIUM,2024-10-04 09:09:00.000,2026-10-31 09:09:00.000
765,High-Frequency Trading #2: Market Structure & Instruments,41,EASY,2024-10-04 09:09:00.000,2026-11-01 09:09:00.000
766,The Art Of Financial Valuation With Certificate,120,EASY,2024-10-04 09:10:00.000,2026-11-02 09:09:00.000
767,Sensitivity & Scenario Analysis for CA / CFA / CPA Exams,120,EASY,2024-10-04 09:09:00.000,2026-11-03 09:09:00.000
768,"Economics:   Competition, Elasticity, a little Game Theory",360,EASY,2024-10-04 09:09:00.000,2026-11-04 09:09:00.000
769,Quantitative Trading Analysis with Python,330,EASY,2024-10-04 09:09:00.000,2026-11-05 09:09:00.000
770,Invest Like a Pro!,150,EASY,2024-10-04 09:09:00.000,2026-11-06 09:09:00.000
771,Options Trading Essentials: The ULTIMATE Guides,240,EASY,2024-10-04 09:09:00.000,2026-11-07 09:09:00.000
772,ACCA FA1 Recording Financial Transactions,210,EASY,2024-10-04 09:10:00.000,2026-11-08 09:09:00.000
773,CFA® Level 1 2014 – Portfolio Management,120,EASY,2024-10-04 09:09:00.000,2026-11-09 09:09:00.000
774,Essentials Of Swing Trading Stocks,60,EASY,2024-10-04 09:09:00.000,2026-11-10 09:09:00.000
775,Small Business and Managerial Accounting Training Tutorial,210,EASY,2024-10-04 09:09:00.000,2026-11-11 09:09:00.000
776,Use Crowdfunding Effectively With Indiegogo and Kickstarter,120,EASY,2024-10-04 09:09:00.000,2026-11-12 09:09:00.000
777,The Complete Litecoin Crypto Currency Bootcamp,60,EASY,2024-10-04 09:09:00.000,2026-11-13 09:09:00.000
778,Bank Reconciliation & VAT on Excel,90,EASY,2024-10-04 09:10:00.000,2026-11-14 09:09:00.000
779,Commodity Futures Day Trading Strategies,300,EASY,2024-10-04 09:09:00.000,2026-11-15 09:09:00.000
780,Learn to invest in the Stock Market,60,EASY,2024-10-04 09:09:00.000,2026-11-16 09:09:00.000
781,FX Commodity Chart Trading Patterns for Success,150,EASY,2024-10-04 09:09:00.000,2026-11-17 09:09:00.000
782,Forex Elite Trading,360,EASY,2024-10-04 09:09:00.000,2026-11-18 09:09:00.000
783,How to Invest in Startups - Expert Reveals Winning Secrets.,510,EASY,2024-10-04 09:09:00.000,2026-11-19 09:09:00.000
784,Kickstarter success in 5 easy steps,31,EASY,2024-10-04 09:10:00.000,2026-11-20 09:09:00.000
785,Understanding Financial Statements,60,EASY,2024-10-04 09:09:00.000,2026-11-21 09:09:00.000
786,Planning and Executing a Financial Statement Audit,120,MEDIUM,2024-10-04 09:09:00.000,2026-11-22 09:09:00.000
787,The Latest Updates 2016 Financial Accounting Standards Board,120,MEDIUM,2024-10-04 09:09:00.000,2026-11-23 09:09:00.000
788,How to achieve personal transformation,32,EASY,2024-10-04 09:09:00.000,2026-11-24 09:09:00.000
789,Basic Bookkeeping,44,EASY,2024-10-04 09:09:00.000,2026-11-25 09:09:00.000
790,"Credit concepts and checklist for bankers, credit analyst",150,EASY,2024-10-04 09:10:00.000,2026-11-26 09:09:00.000
791,Practical Film Financing: Finding & Pitching Investors,60,EASY,2024-10-04 09:09:00.000,2026-11-27 09:09:00.000
792,Ratio Analysis for Financial Statements,120,EASY,2024-10-04 09:09:00.000,2026-11-28 09:09:00.000
793,60 Minutes to Fundamental Accounting Skills,150,EASY,2024-10-04 09:09:00.000,2026-11-29 09:09:00.000
796,"Backspreads, Diagonals and Butterflies - Advanced Strategies",120,HARD,2024-10-04 09:10:00.000,2026-12-02 09:09:00.000
797,Trade Forex 13 Patterns - Golden Ratios Secret Revealed,240,EASY,2024-10-04 09:09:00.000,2026-12-03 09:09:00.000
798,Crystal ball trading - foresee price with seasonal patterns,360,EASY,2024-10-04 09:09:00.000,2026-12-04 09:09:00.000
799,Weekly Options and study of Options expiration dynamics,60,HARD,2024-10-04 09:09:00.000,2026-12-05 09:09:00.000
800,Cost Accounting Basics (Professional Course Level),60,EASY,2024-10-04 09:09:00.000,2026-12-06 09:09:00.000
801,Learn to Reliably Invest In The Stock Market,37,EASY,2024-10-04 09:09:00.000,2026-12-07 09:09:00.000
802,Hedge Fund Trading Systems Part Two - Stocks & ETFs,150,HARD,2024-10-04 09:10:00.000,2026-12-08 09:09:00.000
803,Stock Market Option Trading: How Sell Options For Premium,120,MEDIUM,2024-10-04 09:09:00.000,2026-12-09 09:09:00.000
804,Straddles and Strangles - Volatility moves in any direction,90,HARD,2024-10-04 09:09:00.000,2026-12-10 09:09:00.000
805,Debt Collection Management: Get Paid On Time EVERY TIME!,180,EASY,2024-10-04 09:09:00.000,2026-12-11 09:09:00.000
806,Learn about it,90,EASY,2024-10-04 09:09:00.000,2026-12-12 09:09:00.000
807,Trading: Basics of Trading for Beginners,90,EASY,2024-10-04 09:09:00.000,2026-12-13 09:09:00.000
808,Options Spreads Bundle-  the heart of Options Trading,150,MEDIUM,2024-10-04 09:10:00.000,2026-12-14 09:09:00.000
809,Trade the News in Forex: EA Robot Included,34,EASY,2024-10-04 09:09:00.000,2026-12-15 09:09:00.000
810,Investment Portfolio Analysis with R,390,EASY,2024-10-04 09:09:00.000,2026-12-16 09:09:00.000
811,Basics of Economics For Beginners A to Z - A Complete Course,90,EASY,2024-10-04 09:09:00.000,2026-12-17 09:09:00.000
812,Seeing the Big Picture: Understanding Financial Statements,43,EASY,2024-10-04 09:09:00.000,2026-12-18 09:09:00.000
813,Financial Modeling for Professionals in 1 Day!,270,MEDIUM,2024-10-04 09:09:00.000,2026-12-19 09:09:00.000
814,Create Your Own Automated Stock Trading Robot In EXCEL!,300,EASY,2024-10-04 09:10:00.000,2026-12-20 09:09:00.000
815,FOREX: From Zero To Hero,180,EASY,2024-10-04 09:09:00.000,2026-12-21 09:09:00.000
816,Learn Call Options and Put Options - Introduction to Options,180,EASY,2024-10-04 09:09:00.000,2026-12-22 09:09:00.000
817,1. Principles of Simple Interest ,60,EASY,2024-10-04 09:09:00.000,2026-12-23 09:09:00.000
818,Double Entry Bookkeeping,60,EASY,2024-10-04 09:09:00.000,2026-12-24 09:09:00.000
819,MQL5 Tutorial Bootcamp,32,EASY,2024-10-04 09:09:00.000,2026-12-25 09:09:00.000
820,Succeed at Options Even If You Don't Know Where to Start,90,EASY,2024-10-04 09:10:00.000,2026-12-26 09:09:00.000
821,"Buying, Selling, and Storing Precious Metal",60,EASY,2024-10-04 09:09:00.000,2026-12-27 09:09:00.000
822,Accounting Skills for Managers,90,EASY,2024-10-04 09:09:00.000,2026-12-28 09:09:00.000
823,Analysis and Evaluation of Economic Feasibility of Projects,60,MEDIUM,2024-10-04 09:09:00.000,2026-12-29 09:09:00.000
824,Technical Analysis: Understanding Price Action,180,EASY,2024-10-04 09:09:00.000,2026-12-30 09:09:00.000
825,Bitcoin For Beginners,240,EASY,2024-10-04 09:09:00.000,2026-12-31 09:09:00.000
826,"IAS 16-Property,Plant and Equipment ",180,EASY,2024-10-04 09:10:00.000,2027-01-01 09:09:00.000
827,Basel II,210,EASY,2024-10-04 09:09:00.000,2027-01-02 09:09:00.000
828,Forex Trading Plan,42,EASY,2024-10-04 09:09:00.000,2027-01-03 09:09:00.000
829,Financial Modeling 101,37,EASY,2024-10-04 09:09:00.000,2027-01-04 09:09:00.000
830,Learn Financial Modeling from Scratch - Part1,210,EASY,2024-10-04 09:09:00.000,2027-01-05 09:09:00.000
831,Introduction to Small Business Accounting Training Tutorial,210,EASY,2024-10-04 09:09:00.000,2027-01-06 09:09:00.000
832,Learn Basic Concepts of Economics Step by Step - Complete,90,EASY,2024-10-04 09:10:00.000,2027-01-07 09:09:00.000
833,Introduction to Digital Payments ,60,EASY,2024-10-04 09:09:00.000,2027-01-08 09:09:00.000
834,The Beginner's Guide to the Futures and Options Trading,180,EASY,2024-10-04 09:09:00.000,2027-01-09 09:09:00.000
835,Bitcoin Investing: The Complete Buy & Hold Strategy,240,EASY,2024-10-04 09:09:00.000,2027-01-10 09:09:00.000
836,Financial Modeling in Excel for Startups,360,EASY,2024-10-04 09:09:00.000,2027-01-11 09:09:00.000
837,Learn to Trade Forex Naked Price Action Big Shadow Trade,60,MEDIUM,2024-10-04 09:09:00.000,2027-01-12 09:09:00.000
838,Forex Trading For Beginners ,120,EASY,2024-10-04 09:10:00.000,2027-01-13 09:09:00.000
839,Build a Trading Comps Valuation Model,420,EASY,2024-10-04 09:09:00.000,2027-01-14 09:09:00.000
840,The Advanced Forex Course for Smart Traders,300,EASY,2024-10-04 09:09:00.000,2027-01-15 09:09:00.000
841,Cost Accounting Overheads (Professional Course Level),150,EASY,2024-10-04 09:09:00.000,2027-01-16 09:09:00.000
842,Beginners Guide to Stock Market Investing,150,EASY,2024-10-04 09:09:00.000,2027-01-17 09:09:00.000
843,Financial Management Capital Market Instruments,60,EASY,2024-10-04 09:09:00.000,2027-01-18 09:09:00.000
844,NPV and IRR Techniques for CA / CFA / CPA Exams,450,EASY,2024-10-04 09:10:00.000,2027-01-19 09:09:00.000
845,Commercial Credit Analysis,450,EASY,2024-10-04 09:09:00.000,2027-01-20 09:09:00.000
846,Essential Finance For Managers,330,EASY,2024-10-04 09:09:00.000,2027-01-21 09:09:00.000
847,Bitcoin for Accountants,60,EASY,2024-10-04 09:09:00.000,2027-01-22 09:09:00.000
848,ProTrader -  Advanced Technical Analysis,120,EASY,2024-10-04 09:09:00.000,2027-01-23 09:09:00.000
849,Binary Options Masterclass,120,EASY,2024-10-04 09:09:00.000,2027-01-24 09:09:00.000
850,188% Profit in 1Year - Forex ALGO Robot Trading no indicator,120,EASY,2024-10-04 09:10:00.000,2027-01-25 09:09:00.000
851,"Financial Accounting, its Cycle, Statements & Analysis",300,EASY,2024-10-04 09:09:00.000,2027-01-26 09:09:00.000
852,Yield Curve Dynamics,180,EASY,2024-10-04 09:09:00.000,2027-01-27 09:09:00.000
853,Value Investing and Stock Market Fundamentals,180,EASY,2024-10-04 09:09:00.000,2027-01-28 09:09:00.000
854,Media Training for Financial Service Professionals,420,EASY,2024-10-04 09:09:00.000,2027-01-29 09:09:00.000
855,Learn the Forex Naked Price Action Pogo Trade,60,MEDIUM,2024-10-04 09:09:00.000,2027-01-30 09:09:00.000
856,Forex - Price action Reversal Strategy,60,EASY,2024-10-04 09:10:00.000,2027-01-31 09:09:00.000
857,Budget preparation for an EU project proposal,60,MEDIUM,2024-10-04 09:09:00.000,2027-02-01 09:09:00.000
858,Corporate Finance and Alternative Investment for CFA L1,270,EASY,2024-10-04 09:09:00.000,2027-02-02 09:09:00.000
859,Don't Let Your Customers Run Your Business,150,MEDIUM,2024-10-04 09:09:00.000,2027-02-03 09:09:00.000
860,Stock Trading: Insider Tips For Determining Market Direction,60,EASY,2024-10-04 09:09:00.000,2027-02-04 09:09:00.000
861,TopTrader Academy - Complete Options Course,180,EASY,2024-10-04 09:09:00.000,2027-02-05 09:09:00.000
862,Working Capital Management for Entrepreneurs,60,HARD,2024-10-04 09:10:00.000,2027-02-06 09:09:00.000
863,Learn Quickbooks to maintain books properly,150,EASY,2024-10-04 09:09:00.000,2027-02-07 09:09:00.000
864,CFA Level I Foundation: Introduction to Financial Reporting,330,EASY,2024-10-04 09:09:00.000,2027-02-08 09:09:00.000
865,"Fixed Income Valuation and Analysis, CFA L2",180,EASY,2024-10-04 09:09:00.000,2027-02-09 09:09:00.000
866,Corporation Tax Returns UK,120,EASY,2024-10-04 09:09:00.000,2027-02-10 09:09:00.000
867,Trading For Busy People,180,EASY,2024-10-04 09:09:00.000,2027-02-11 09:09:00.000
868,Basics of Trading,60,EASY,2024-10-04 09:10:00.000,2027-02-12 09:09:00.000
869,CFP - Introduction to Financial Planning,720,EASY,2024-10-04 09:09:00.000,2027-02-13 09:09:00.000
870,Investment Portfolio Analysis with Python,420,EASY,2024-10-04 09:09:00.000,2027-02-14 09:09:00.000
871,Day Trading Market Structure Signals,120,EASY,2024-10-04 09:09:00.000,2027-02-15 09:09:00.000
872,Professional Bookkeeping and Accounting 3: Double Entry ,60,EASY,2024-10-04 09:09:00.000,2027-02-16 09:09:00.000
873,"Accounting Basics by Hector Garcia, CPA",60,EASY,2024-10-04 09:09:00.000,2027-02-17 09:09:00.000
874,Stock Markets: How I Became Rich By Changing How I Trade,60,EASY,2024-10-04 09:10:00.000,2027-02-18 09:09:00.000
